1314, 29, ORL, IND, 1, 
1415, 63, LAL, DET, -1, 
1415, 63, ORL, GSW, 1, 
1415, 63, OKC, NOP, 1, 
1415, 63, BRK, NYK, -1, 
1415, 63, IND, PHO, 1, 
1415, 63, TOR, SAC, -1, 
1415, 64, DET, BOS, 1, 
1415, 64, SAS, BRK, 1, 
1415, 64, CHI, CHO, -1, 
1415, 64, MEM, HOU, 1, 
1415, 64, ORL, LAC, 1, 
1415, 64, ATL, MIA, -1, 
1415, 64, DAL, MIL, -1, 
1415, 64, PHI, MIN, -1, 
1415, 64, TOR, UTA, -1, 
1415, 64, LAL, WAS, 1, 
1415, 65, NOP, GSW, 1, 
1415, 65, CLE, NYK, -1, 
1415, 65, IND, POR, 1, 
1415, 66, LAL, BOS, 1, 
1415, 66, ATL, BRK, -1, 
1415, 66, NYK, CHO, 1, 
1415, 66, PHO, DAL, -1, 
1415, 66, SAS, MEM, -1, 
1415, 66, MIA, MIL, 1, 
1415, 66, HOU, MIN, -1, 
1415, 66, OKC, PHI, -1, 
1415, 66, IND, SAC, 1, 
1415, 66, CLE, TOR, -1, 
1415, 66, ORL, UTA, -1, 
1415, 66, DEN, WAS, 1, 
1415, 67, GSW, CHI, -1, 
1415, 67, PHI, DET, -1, 
1415, 67, PHO, HOU, 1, 
1415, 67, NOP, LAC, 1, 
1415, 67, ORL, SAC, -1, 
1415, 67, MIN, SAS, 1, 
1415, 68, DEN, ATL, 1, 
1415, 68, WAS, BOS, 1, 
1415, 68, MIL, DAL, 1, 
1415, 68, OKC, DET, -1, 
1415, 68, NOP, LAL, -1, 
1415, 68, MIA, MEM, 1, 
1415, 68, POR, NYK, -1, 
1415, 69, CLE, BRK, -1, 
1415, 69, ATL, IND, -1, 
1415, 69, PHO, LAC, 1, 
1415, 69, GSW, MIN, -1, 
1415, 69, UTA, SAC, 1, 
1415, 69, DEN, TOR, 1, 
1415, 69, BOS, WAS, 1, 
1415, 70, TOR, CLE, 1, 
1415, 70, POR, DET, -1, 
1415, 70, SAC, LAL, 1, 
1415, 70, DAL, MEM, 1, 
1415, 70, NYK, NOP, 1, 
1415, 70, MIL, OKC, 1, 
1415, 70, MIA, PHO, -1, 
1415, 70, SAS, UTA, 1, 
1415, 71, PHI, ATL, 1, 
1415, 71, BRK, CHI, 1, 
1415, 71, BOS, CHO, 1, 
1415, 71, NOP, DAL, 1, 
1415, 71, MIA, DEN, 1, 
1415, 71, HOU, GSW, 1, 
1415, 71, LAC, IND, -1, 
1415, 71, POR, MIN, 1, 
1415, 71, WAS, ORL, -1, 
1415, 71, NYK, SAS, 1, 
1415, 72, CLE, OKC, 1, 
1415, 72, HOU, SAC, -1, 
1415, 73, ORL, ATL, 1, 
1415, 73, NYK, BOS, -1, 
1415, 73, PHI, BRK, 1, 
1415, 73, POR, CHI, 1, 
1415, 73, CHO, MEM, 1, 
1415, 73, OKC, MIN, -1, 
1415, 73, CLE, NOP, 1, 
1415, 73, DET, PHO, -1, 
1415, 73, LAL, SAS, -1, 
1415, 73, IND, TOR, 1, 
1415, 73, MIA, UTA, -1, 
1415, 73, LAC, WAS, 1, 
1415, 74, BRK, CHO, -1, 
1415, 74, GSW, DAL, -1, 
1415, 74, DEN, HOU, 1, 
1415, 74, POR, IND, -1, 
1415, 74, LAC, MIL, 1, 
1415, 74, ATL, ORL, 1, 
1415, 74, MEM, PHI, -1, 
1415, 74, DET, SAC, -1, 
1415, 75, SAS, DEN, -1, 
1415, 75, CHI, MIA, -1, 
1415, 75, LAL, MIN, -1, 
1415, 75, GSW, NOP, -1, 
1415, 75, TOR, NYK, -1, 
1415, 75, PHO, OKC, 1, 
1415, 75, UTA, WAS, 1, 
1415, 76, CHI, ATL, 1, 
1415, 76, CHO, CLE, 1, 
1415, 76, LAL, IND, 1, 
1415, 76, DET, LAC, 1, 
1415, 76, BOS, PHI, -1, 
1415, 76, MIL, PHO, -1, 
1415, 76, SAS, POR, 1, 
1415, 76, ORL, TOR, 1, 
1415, 77, MIA, BRK, -1, 
1415, 77, GSW, MEM, 1, 
1415, 77, UTA, NOP, 1, 
1415, 77, DAL, NYK, -1, 
1415, 77, OKC, SAC, -1, 
1415, 77, MIN, WAS, 1, 
1415, 78, ORL, BOS, 1, 
1415, 78, PHO, CHO, -1, 
1415, 78, ATL, CLE, -1, 
1415, 78, HOU, DEN, -1, 
1415, 78, DAL, DET, -1, 
1415, 78, IND, LAC, 1, 
1415, 78, UTA, MIA, -1, 
1415, 78, MIL, POR, 1, 
1415, 78, MEM, SAS, -1, 
1415, 78, BRK, TOR, 1, 
1415, 79, NYK, CHI, 1, 
1415, 79, OKC, GSW, 1, 
1415, 79, NOP, HOU, -1, 
1415, 79, MIL, SAC, -1, 
1415, 80, MIN, BOS, 1, 
1415, 80, BRK, CLE, 1, 
1415, 80, LAC, DEN, 1, 
1415, 80, TOR, DET, -1, 
1415, 80, OKC, LAL, -1, 
1415, 80, CHI, MEM, -1, 
1415, 80, WAS, MIA, -1, 
1415, 80, UTA, ORL, -1, 
1415, 80, CHO, PHI, -1, 
1415, 80, POR, SAS, -1, 
1415, 81, UTA, CHO, 1, 
1415, 81, SAS, DAL, 1, 
1415, 81, IND, DEN, 1, 
1415, 81, ATL, HOU, -1, 
1415, 81, MIL, LAC, 1, 
1415, 81, POR, NOP, -1, 
1415, 81, PHO, NYK, -1, 
1415, 82, DET, BRK, 1, 
1415, 82, MEM, CLE, 1, 
1415, 82, BOS, MIA, 1, 
1415, 82, IND, MIN, -1, 
1415, 82, NOP, OKC, -1, 
1415, 82, PHI, ORL, -1, 
1415, 82, LAL, SAC, 1, 
1415, 82, NYK, TOR, 1, 
1415, 82, PHO, WAS, -1, 
1415, 83, TOR, CHI, 1, 
1415, 83, DEN, CHO, 1, 
1415, 83, ATL, DAL, -1, 
1415, 83, SAC, GSW, 1, 
1415, 83, POR, HOU, 1, 
1415, 83, UTA, MEM, -1, 
1415, 83, LAC, SAS, 1, 
1415, 84, LAC, ATL, 1, 
1415, 84, DEN, BRK, 1, 
1415, 84, MIN, CLE, 1, 
1415, 84, NOP, IND, 1, 
1415, 84, GSW, LAL, 1, 
1415, 84, PHI, MIA, -1, 
1415, 84, CHO, MIL, -1, 
1415, 84, POR, OKC, -1, 
1415, 84, BOS, ORL, 1, 
1415, 84, DAL, PHO, 1, 
1415, 84, CHI, WAS, -1, 
1415, 86, LAL, CHI, 1, 
1415, 86, GSW, LAC, 1, 
1415, 86, CLE, MIA, 1, 
1415, 86, WAS, NYK, -1, 
1415, 86, OKC, SAS, -1, 
1415, 87, MIL, ATL, -1, 
1415, 87, BRK, BOS, -1, 
1415, 87, LAL, DAL, 1, 
1415, 87, MIN, DEN, 1, 
1415, 87, IND, DET, 1, 
1415, 87, HOU, MEM, -1, 
1415, 87, SAS, NOP, 1, 
1415, 87, CHO, OKC, 1, 
1415, 87, CLE, ORL, -1, 
1415, 87, PHI, POR, 1, 
1415, 87, PHO, SAC, -1, 
1415, 88, IND, BRK, -1, 
1415, 88, NOP, CHI, 1, 
1415, 88, ORL, CHO, -1, 
1415, 88, MIN, GSW, 1, 
1415, 88, TOR, LAC, -1, 
1415, 88, MEM, MIA, -1, 
1415, 88, ATL, MIL, -1, 
1415, 88, NYK, SAC, 1, 
1415, 88, PHI, UTA, 1, 
1415, 88, BOS, WAS, 1, 
1415, 89, DET, CLE, -1, 
1415, 89, OKC, DAL, 1, 
1415, 89, TOR, DEN, -1, 
1415, 89, PHO, LAL, -1, 
1415, 89, NYK, POR, 1, 
1415, 89, HOU, SAS, 1, 
1415, 90, SAC, BRK, 1, 
1415, 90, MIL, CHO, -1, 
1415, 90, WAS, HOU, -1, 
1415, 90, CHI, IND, -1, 
1415, 90, UTA, LAC, 1, 
1415, 90, ORL, MIA, -1, 
1415, 91, CLE, ATL, 1, 
1415, 91, BRK, CHI, -1, 
1415, 91, WAS, DAL, 1, 
1415, 91, LAL, DEN, -1, 
1415, 91, PHI, GSW, 1, 
1415, 91, SAS, MEM, 1, 
1415, 91, PHO, NOP, 1, 
1415, 91, DET, ORL, -1, 
1415, 91, TOR, POR, 1, 
1415, 91, MIN, UTA, 1, 
1415, 92, SAC, BOS, 1, 
1415, 92, MIL, CLE, -1, 
1415, 92, CHO, HOU, 1, 
1415, 92, MIA, IND, 1, 
1415, 92, NYK, LAC, 1, 
1415, 92, PHO, OKC, 1, 
1415, 92, NOP, SAS, 1, 
1415, 93, DEN, CHI, 1, 
1415, 93, SAC, MIN, -1, 
1415, 94, DAL, BOS, -1, 
1415, 94, CLE, CHO, -1, 
1415, 94, TOR, GSW, 1, 
1415, 94, MEM, LAL, -1, 
1415, 94, IND, MIL, -1, 
1415, 94, HOU, NOP, 1, 
1415, 94, DET, NYK, -1, 
1415, 94, WAS, OKC, 1, 
1415, 94, BRK, ORL, -1, 
1415, 94, PHI, PHO, 1, 
1415, 94, ATL, UTA, -1, 
1415, 95, BOS, CHI, 1, 
1415, 95, MEM, DEN, 1, 
1415, 95, MIA, HOU, 1, 
1415, 95, PHI, LAC, 1, 
1415, 95, UTA, MIN, -1, 
1415, 95, CHO, ORL, -1, 
1415, 95, ATL, POR, -1, 
1415, 95, WAS, SAS, 1, 
1415, 96, DAL, CLE, -1, 
1415, 96, SAC, DET, 1, 
1415, 96, IND, LAL, 1, 
1415, 96, BRK, MIA, 1, 
1415, 96, MIL, NYK, -1, 
1415, 96, TOR, PHO, 1, 
1415, 97, CHO, BOS, -1, 
1415, 97, DAL, BRK, -1, 
1415, 97, HOU, CHI, 1, 
1415, 97, OKC, GSW, 1, 
1415, 97, ATL, LAC, -1, 
1415, 97, NYK, MEM, 1, 
1415, 97, DEN, MIN, -1, 
1415, 97, WAS, NOP, -1, 
1415, 97, CLE, PHI, 1, 
1415, 97, LAL, POR, 1, 
1415, 97, IND, UTA, -1, 
1415, 98, PHO, MIL, -1, 
1415, 98, DET, SAS, -1, 
1415, 99, MEM, ATL, 1, 
1415, 99, BOS, BRK, -1, 
1415, 99, UTA, CHI, -1, 
1415, 99, NOP, CHO, 1, 
1415, 99, HOU, CLE, -1, 
1415, 99, DET, DAL, -1, 
1415, 99, ORL, DEN, 1, 
1415, 99, IND, GSW, 1, 
1415, 99, LAL, LAC, 1, 
1415, 99, PHO, MIN, -1, 
1415, 99, MIL, PHI, -1, 
1415, 99, OKC, SAC, 1, 
1415, 99, NYK, WAS, 1, 
1415, 100, HOU, NYK, -1, 
1415, 100, MIA, POR, 1, 
1415, 100, CHO, TOR, -1, 
1415, 101, PHI, BRK, -1, 
1415, 101, ATL, DET, -1, 
1415, 101, CLE, GSW, 1, 
1415, 101, BOS, IND, 1, 
1415, 101, ORL, LAL, 1, 
1415, 101, MIN, MIL, 1, 
1415, 101, MEM, NOP, 1, 
1415, 101, UTA, OKC, 1, 
1415, 101, DEN, SAC, -1, 
1415, 101, PHO, SAS, 1, 
1415, 101, CHI, WAS, 1, 
1415, 102, MIL, CHI, 1, 
1415, 102, BRK, DET, 1, 
1415, 102, UTA, HOU, 1, 
1415, 102, DAL, LAC, 1, 
1415, 102, SAS, MIN, -1, 
1415, 102, CHO, NYK, -1, 
1415, 102, IND, PHI, 1, 
1415, 102, ORL, POR, 1, 
1415, 102, BOS, TOR, 1, 
1415, 103, WAS, ATL, 1, 
1415, 103, MIA, LAC, -1, 
1415, 103, POR, LAL, -1, 
1415, 103, PHO, MEM, 1, 
1415, 103, CLE, SAC, 1, 
1415, 104, NOP, BOS, 1, 
1415, 104, HOU, BRK, -1, 
1415, 104, ORL, CHI, -1, 
1415, 104, DET, TOR, -1, 
1415, 105, MIN, IND, -1, 
1415, 105, MIA, LAL, -1, 
1415, 105, ATL, PHI, -1, 
1415, 105, CLE, PHO, 1, 
1415, 105, DAL, SAC, -1, 
1415, 105, GSW, UTA, -1, 
1415, 105, SAS, WAS, 1, 
1415, 106, ATL, BOS, -1, 
1415, 106, MEM, BRK, -1, 
1415, 106, WAS, CHI, -1, 
1415, 106, SAS, CHO, -1, 
1415, 106, DAL, DEN, 1, 
1415, 106, NOP, DET, -1, 
1415, 106, MIA, GSW, 1, 
1415, 106, HOU, ORL, 1, 
1415, 106, LAC, POR, -1, 
1415, 106, PHI, TOR, 1, 
1415, 107, OKC, HOU, 1, 
1415, 107, CLE, LAL, -1, 
1415, 107, NYK, MIL, 1, 
1415, 108, CHI, BOS, -1, 
1415, 108, DEN, DAL, 1, 
1415, 108, DET, IND, -1, 
1415, 108, CLE, LAC, -1, 
1415, 108, GSW, OKC, 1, 
1415, 108, MEM, ORL, -1, 
1415, 108, NOP, PHI, 1, 
1415, 108, MIN, PHO, 1, 
1415, 108, MIA, SAC, -1, 
1415, 108, POR, SAS, 1, 
1415, 108, ATL, TOR, -1, 
1415, 108, LAL, UTA, 1, 
1415, 108, BRK, WAS, -1, 
1415, 109, WAS, BRK, -1, 
1415, 109, ATL, CHI, -1, 
1415, 109, IND, CHO, 1, 
1415, 109, MIN, DEN, -1, 
1415, 109, PHI, DET, 1, 
1415, 109, GSW, HOU, -1, 
1415, 109, POR, MEM, 1, 
1415, 109, LAC, SAC, -1, 
1415, 110, OKC, ORL, -1, 
1415, 110, UTA, SAS, 1, 
1415, 110, NOP, TOR, -1, 
1415, 111, DET, ATL, 1, 
1415, 111, MIN, CHO, 1, 
1415, 111, CHI, CLE, 1, 
1415, 111, DEN, GSW, 1, 
1415, 111, IND, HOU, 1, 
1415, 111, BOS, LAC, 1, 
1415, 111, DAL, MEM, -1, 
1415, 111, TOR, MIL, -1, 
1415, 111, NOP, NYK, 1, 
1415, 111, LAL, PHO, 1, 
1415, 111, SAC, POR, 1, 
1415, 111, PHI, WAS, 1, 
1415, 112, SAS, DEN, -1, 
1415, 112, OKC, MIA, -1, 
1415, 113, IND, ATL, 1, 
1415, 113, MIA, CHO, 1, 
1415, 113, UTA, CLE, 1, 
1415, 113, ORL, DET, 1, 
1415, 113, HOU, GSW, 1, 
1415, 113, TOR, MEM, 1, 
1415, 113, DAL, MIN, -1, 
1415, 113, LAL, NOP, 1, 
1415, 113, NYK, PHI, -1, 
1415, 113, POR, PHO, 1, 
1415, 113, BRK, SAC, -1, 
1415, 113, OKC, WAS, -1, 
1415, 114, SAS, CHI, 1, 
1415, 114, BRK, LAC, 1, 
1415, 114, UTA, MIL, -1, 
1415, 114, BOS, POR, -1, 
1415, 115, OKC, ATL, 1, 
1415, 115, CHO, CLE, 1, 
1415, 115, CHI, DAL, -1, 
1415, 115, BOS, DEN, -1, 
1415, 115, SAC, GSW, 1, 
1415, 115, IND, MIA, 1, 
1415, 115, NOP, MIN, -1, 
1415, 115, ORL, NYK, 1, 
1415, 115, TOR, PHI, -1, 
1415, 115, HOU, PHO, -1, 
1415, 115, LAL, SAS, 1, 
1415, 116, NYK, CHO, 1, 
1415, 116, PHI, MEM, 1, 
1415, 116, DET, MIL, 1, 
1415, 116, WAS, POR, 1, 
1415, 116, BRK, UTA, 1, 
1415, 117, MIN, ATL, 1, 
1415, 117, MIA, CHI, -1, 
1415, 117, OKC, CLE, 1, 
1415, 117, WAS, DEN, -1, 
1415, 117, BOS, GSW, 1, 
1415, 117, HOU, LAL, -1, 
1415, 117, DAL, NOP, 1, 
1415, 117, IND, ORL, -1, 
1415, 117, LAC, PHO, -1, 
1415, 117, MIL, SAS, 1, 
1415, 117, DET, TOR, 1, 
1415, 118, DEN, LAC, 1, 
1415, 118, ORL, MEM, 1, 
1415, 118, PHI, NOP, 1, 
1415, 118, MIN, OKC, 1, 
1415, 118, BOS, UTA, -1, 
1415, 119, MEM, DAL, -1, 
1415, 119, CLE, DET, -1, 
1415, 119, CHI, GSW, -1, 
1415, 119, TOR, IND, -1, 
1415, 119, WAS, LAL, -1, 
1415, 119, MIL, MIA, -1, 
1415, 120, BRK, ATL, 1, 
1415, 120, POR, CLE, 1, 
1415, 120, DAL, HOU, 1, 
1415, 120, BOS, MIN, 1, 
1415, 120, DEN, NOP, -1, 
1415, 120, OKC, NYK, 1, 
1415, 120, DET, PHI, 1, 
1415, 120, WAS, PHO, 1, 
1415, 120, CHO, SAS, 1, 
1415, 120, SAC, TOR, 1, 
1415, 120, LAC, UTA, -1, 
1415, 121, NYK, IND, 1, 
1415, 121, CHI, LAL, 1, 
1415, 121, DEN, MEM, 1, 
1415, 121, MIL, ORL, -1, 
1415, 122, POR, ATL, 1, 
1415, 122, HOU, BOS, -1, 
1415, 122, TOR, BRK, -1, 
1415, 122, SAC, CLE, 1, 
1415, 122, DAL, MIA, -1, 
1415, 122, LAC, NOP, 1, 
1415, 122, MIN, PHI, 1, 
1415, 122, CHI, PHO, 1, 
1415, 122, GSW, UTA, 1, 
1415, 123, PHI, ATL, 1, 
1415, 123, CHO, DEN, -1, 
1415, 123, HOU, DET, 1, 
1415, 123, PHO, GSW, 1, 
1415, 123, SAC, IND, -1, 
1415, 123, OKC, MEM, 1, 
1415, 123, POR, MIL, 1, 
1415, 123, CLE, MIN, -1, 
1415, 123, DAL, ORL, -1, 
1415, 123, LAC, SAS, -1, 
1415, 123, TOR, WAS, -1, 
1415, 124, MIA, BOS, -1, 
1415, 124, LAL, NYK, 1, 
1415, 125, LAC, BRK, 1, 
1415, 125, PHI, CLE, 1, 
1415, 125, MIN, DAL, 1, 
1415, 125, ATL, NOP, 1, 
1415, 125, ORL, OKC, 1, 
1415, 125, MEM, PHO, -1, 
1415, 125, MIL, TOR, -1, 
1415, 125, CHO, WAS, -1, 
1415, 126, MIA, DET, 1, 
1415, 126, BOS, NYK, -1, 
1415, 126, DEN, PHI, 1, 
1415, 126, UTA, POR, 1, 
1415, 126, GSW, SAC, -1, 
1415, 127, WAS, ATL, 1, 
1415, 127, DEN, BOS, 1, 
1415, 127, DAL, GSW, 1, 
1415, 127, CHI, HOU, 1, 
1415, 127, DET, IND, 1, 
1415, 127, LAL, MIL, 1, 
1415, 127, MIA, MIN, 1, 
1415, 127, OKC, NOP, -1, 
1415, 127, ORL, SAS, 1, 
1415, 127, BRK, TOR, -1, 
1415, 127, MEM, UTA, -1, 
1415, 128, WAS, CHO, 1, 
1415, 128, LAC, CLE, 1, 
1415, 128, PHO, POR, 1, 
1415, 128, DAL, SAC, -1, 
1415, 129, GSW, ATL, 1, 
1415, 129, PHI, BOS, 1, 
1415, 129, NYK, BRK, 1, 
1415, 129, DEN, DET, 1, 
1415, 129, MIL, HOU, 1, 
1415, 129, CLE, IND, 1, 
1415, 129, MEM, MIN, 1, 
1415, 129, NOP, OKC, -1, 
1415, 129, LAL, ORL, 1, 
1415, 129, UTA, PHO, 1, 
1415, 129, MIA, SAS, 1, 
1415, 129, LAC, TOR, 1, 
1415, 130, POR, DAL, 1, 
1415, 130, BOS, MIL, 1, 
1415, 130, CHI, NOP, -1, 
1415, 130, GSW, NYK, -1, 
1415, 130, CHO, PHI, 1, 
1415, 130, SAC, UTA, 1, 
1415, 130, BRK, WAS, 1, 
1415, 131, IND, CHO, -1, 
1415, 131, LAL, CLE, 1, 
1415, 131, MIN, DET, -1, 
1415, 131, POR, HOU, -1, 
1415, 131, ATL, MEM, 1, 
1415, 131, LAC, OKC, 1, 
1415, 131, CHI, ORL, -1, 
1415, 131, PHO, SAC, 1, 
1415, 131, SAS, TOR, 1, 
1415, 132, LAC, DAL, -1, 
1415, 132, OKC, DEN, -1, 
1415, 132, SAS, IND, -1, 
1415, 132, NYK, MIA, 1, 
1415, 132, BRK, MIL, 1, 
1415, 132, ATL, MIN, -1, 
1415, 132, UTA, NOP, -1, 
1415, 132, GSW, PHI, -1, 
1415, 132, ORL, WAS, 1, 
1415, 133, SAC, CHI, 1, 
1415, 133, DET, CHO, -1, 
1415, 133, DEN, LAL, -1, 
1415, 133, BRK, MEM, 1, 
1415, 133, HOU, PHO, -1, 
1415, 134, ATL, BOS, 1, 
1415, 134, MIA, CLE, 1, 
1415, 134, UTA, DAL, 1, 
1415, 134, SAS, DET, -1, 
1415, 134, HOU, LAC, 1, 
1415, 134, SAC, MIL, 1, 
1415, 134, GSW, MIN, -1, 
1415, 134, IND, NOP, -1, 
1415, 134, MEM, OKC, 1, 
1415, 134, NYK, ORL, 1, 
1415, 134, LAL, POR, 1, 
1415, 134, WAS, TOR, 1, 
1415, 135, CLE, CHI, 1, 
1415, 142, SAS, LAC, 1, 
1415, 142, DAL, OKC, 1, 
1415, 143, TOR, ATL, -1, 
1415, 143, HOU, DAL, 1, 
1415, 143, CHI, DET, 1, 
1415, 143, SAS, GSW, 1, 
1415, 143, BRK, LAL, -1, 
1415, 143, DEN, MIL, 1, 
1415, 143, PHO, MIN, 1, 
1415, 143, MIA, NYK, -1, 
1415, 143, NOP, ORL, 1, 
1415, 143, IND, PHI, -1, 
1415, 143, BOS, SAC, 1, 
1415, 143, POR, UTA, 1, 
1415, 143, CLE, WAS, -1, 
1415, 144, PHO, CHI, 1, 
1415, 144, OKC, CHO, -1, 
1415, 144, TOR, HOU, 1, 
1415, 144, SAC, LAC, 1, 
1415, 144, NOP, MIA, -1, 
1415, 145, CHO, DAL, 1, 
1415, 145, WAS, DET, 1, 
1415, 145, GSW, IND, 1, 
1415, 145, BOS, LAL, 1, 
1415, 145, ATL, MIL, -1, 
1415, 145, CLE, NYK, -1, 
1415, 145, DEN, OKC, 1, 
1415, 145, PHI, ORL, 1, 
1415, 145, MEM, POR, -1, 
1415, 146, MIL, CHI, 1, 
1415, 146, BRK, DEN, -1, 
1415, 146, MIN, HOU, 1, 
1415, 146, MEM, LAC, -1, 
1415, 146, PHI, MIA, 1, 
1415, 146, TOR, NOP, 1, 
1415, 146, BOS, PHO, -1, 
1415, 146, SAS, UTA, 1, 
1415, 147, TOR, DAL, 1, 
1415, 147, CLE, DET, -1, 
1415, 147, IND, OKC, 1, 
1415, 147, GSW, WAS, -1, 
1415, 148, DAL, ATL, 1, 
1415, 148, NYK, BOS, 1, 
1415, 148, CHO, CHI, -1, 
1415, 148, PHO, DEN, -1, 
1415, 148, LAC, HOU, 1, 
1415, 148, PHI, MIL, 1, 
1415, 148, WAS, MIN, 1, 
1415, 148, BRK, NOP, 1, 
1415, 148, MIA, ORL, -1, 
1415, 148, SAS, POR, 1, 
1415, 148, MEM, SAC, 1, 
1415, 148, LAL, UTA, -1, 
1415, 149, GSW, CLE, 1, 
1415, 149, OKC, PHO, 1, 
1415, 150, ORL, ATL, 1, 
1415, 150, CHO, BOS, 1, 
1415, 150, MIN, CHI, 1, 
1415, 150, UTA, DEN, -1, 
1415, 150, NYK, DET, -1, 
1415, 150, BRK, HOU, 1, 
1415, 150, CLE, IND, 1, 
1415, 150, MIL, LAL, 1, 
1415, 150, LAC, MEM, -1, 
1415, 150, MIA, NOP, 1, 
1415, 150, WAS, PHI, 1, 
1415, 150, OKC, POR, 1, 
1415, 150, SAS, SAC, -1, 
1415, 150, GSW, TOR, -1, 
1415, 151, BRK, DAL, -1, 
1415, 151, ATL, MIA, -1, 
1415, 151, MEM, MIN, -1, 
1415, 151, TOR, NYK, 1, 
1415, 151, SAS, PHO, -1, 
1415, 151, MIL, UTA, 1, 
1415, 151, DET, WAS, 1, 
1415, 152, GSW, BOS, -1, 
1415, 152, LAC, CHI, -1, 
1415, 152, NOP, DEN, -1, 
1415, 152, CLE, HOU, 1, 
1415, 152, PHI, IND, 1, 
1415, 152, OKC, LAL, -1, 
1415, 152, CHO, ORL, -1, 
1415, 152, POR, SAC, -1, 
1415, 153, GSW, BRK, 1, 
1415, 153, NOP, DAL, 1, 
1415, 153, PHO, MIA, 1, 
1415, 153, LAC, MIN, -1, 
1415, 153, TOR, PHI, -1, 
1415, 154, HOU, ATL, 1, 
1415, 154, WAS, CHI, 1, 
1415, 154, LAL, CHO, 1, 
1415, 154, BOS, CLE, 1, 
1415, 154, MIL, DEN, 1, 
1415, 154, UTA, MEM, -1, 
1415, 154, SAC, NYK, -1, 
1415, 155, UTA, BOS, 1, 
1415, 155, CHO, BRK, -1, 
1415, 155, MIL, GSW, 1, 
1415, 155, MEM, HOU, -1, 
1415, 155, NYK, IND, 1, 
1415, 155, POR, LAC, -1, 
1415, 155, LAL, MIA, 1, 
1415, 155, DEN, MIN, -1, 
1415, 155, DET, NOP, 1, 
1415, 155, PHI, OKC, 1, 
1415, 155, PHO, ORL, -1, 
1415, 155, SAC, SAS, 1, 
1415, 155, CLE, TOR, -1, 
1415, 156, OKC, CHI, 1, 
1415, 156, DAL, POR, 1, 
1415, 157, CLE, ATL, 1, 
1415, 157, PHO, BRK, -1, 
1415, 157, TOR, CHO, 1, 
1415, 157, DAL, GSW, 1, 
1415, 157, DET, HOU, 1, 
1415, 157, CHI, IND, 1, 
1415, 157, LAL, MEM, 1, 
1415, 157, BOS, NOP, -1, 
1415, 157, SAC, ORL, 1, 
1415, 157, UTA, PHI, -1, 
1415, 157, DEN, SAS, 1, 
1415, 157, MIA, WAS, 1, 
1415, 158, PHO, CLE, 1, 
1415, 158, HOU, DEN, -1, 
1415, 158, SAC, MIA, 1, 
1415, 158, WAS, MIL, 1, 
1415, 158, POR, MIN, 1, 
1415, 158, MEM, NOP, 1, 
1415, 158, IND, NYK, -1, 
1415, 158, ATL, PHI, 1, 
1415, 159, UTA, BRK, -1, 
1415, 159, CHO, DET, -1, 
1415, 159, LAC, GSW, 1, 
1415, 159, DAL, LAL, -1, 
1415, 159, TOR, OKC, 1, 
1415, 159, BOS, ORL, 1, 
1415, 159, CHI, SAS, 1, 
1415, 160, SAC, ATL, 1, 
1415, 160, MEM, CHI, -1, 
1415, 160, WAS, CHO, -1, 
1415, 160, NYK, DEN, 1, 
1415, 160, MIN, LAC, 1, 
1415, 160, BOS, MIA, -1, 
1415, 160, NOP, MIL, -1, 
1415, 160, GSW, PHO, -1, 
1415, 161, NOP, BRK, -1, 
1415, 161, CLE, DAL, -1, 
1415, 161, ORL, IND, 1, 
1415, 161, DET, LAL, 1, 
1415, 161, TOR, SAS, 1, 
1415, 161, NYK, UTA, 1, 
1415, 162, MEM, BOS, 1, 
1415, 162, SAC, CHO, -1, 
1415, 162, ATL, DEN, 1, 
1415, 162, DET, GSW, 1, 
1415, 162, BRK, MIA, 1, 
1415, 162, ORL, MIL, 1, 
1415, 162, LAC, OKC, -1, 
1415, 162, CHI, PHI, -1, 
1415, 162, MIN, PHO, 1, 
1415, 162, HOU, POR, 1, 
1415, 163, MIL, IND, 1, 
1415, 163, NYK, LAL, -1, 
1415, 163, CLE, SAS, -1, 
1415, 163, HOU, UTA, 1, 
1415, 163, MEM, WAS, 1, 
1415, 164, ORL, BOS, 1, 
1415, 164, CHI, CHO, 1, 
1415, 164, LAC, DAL, 1, 
1415, 164, GSW, DEN, 1, 
1415, 164, MIN, OKC, 1, 
1415, 164, SAC, PHI, 1, 
1415, 164, ATL, PHO, -1, 
1415, 164, DET, POR, 1, 
1415, 164, MIA, TOR, 1, 
1415, 165, NYK, GSW, 1, 
1415, 165, BOS, IND, -1, 
1415, 165, MIL, MEM, 1, 
1415, 165, BRK, PHI, -1, 
1415, 165, DET, UTA, 1, 
1415, 165, SAC, WAS, 1, 
1415, 166, HOU, LAC, -1, 
1415, 166, ATL, LAL, -1, 
1415, 166, DEN, NOP, -1, 
1415, 166, CHI, OKC, 1, 
1415, 166, CLE, ORL, -1, 
1415, 166, NYK, PHO, 1, 
1415, 166, MIN, SAS, 1, 
1415, 166, POR, TOR, -1, 
1415, 167, PHI, BOS, 1, 
1415, 167, OKC, DAL, 1, 
1415, 167, LAL, GSW, 1, 
1415, 167, TOR, IND, -1, 
1415, 167, DEN, MEM, 1, 
1415, 167, CLE, MIA, 1, 
1415, 167, BRK, MIN, -1, 
1415, 167, ATL, SAC, -1, 
1415, 167, CHO, UTA, 1, 
1415, 167, POR, WAS, 1, 
1415, 168, MEM, DET, 1, 
